Latitude,Longitude,Name,Description
52.646865,0.55275,"RAF Marham Airport","1433 meter radius level 2 NFZ around Marham"
51.214077,-0.140177,"Redhill Aerodrome Airport","560 meter radius level 2 NFZ around Redhill"
0.183572,30.101579,"Kasese Airport","873 meter radius level 2 NFZ around Kasese"
0.971989,34.958556,"Kitale Airport","826 meter radius level 2 NFZ around Kitale"
-0.354167,102.334167,"Japura Airport","859 meter radius level 2 NFZ around Rengat-Sumatra Island"
0.11709,29.313224,"Rughenda Airfield Airport","428 meter radius level 2 NFZ around Butembo"
45.630853,-0.973312,"Royan-Médis Airport","741 meter radius level 2 NFZ around Royan/Médis"
52.091387,0.131644,"Duxford Airport","786 meter radius level 2 NFZ around Duxford"
50.860075,-0.759785,"Chichester/Goodwood Airport","787 meter radius level 2 NFZ around Chichester"
52.35687,-0.109895,"RAF Wyton Airport","1419 meter radius level 2 NFZ around St. Ives"
35.755855,0.630106,"Relizane Airport","960 meter radius level 2 NFZ around "
-0.788126,100.280597,"Minangkabau Airport","2134 meter radius level 2 NFZ around Ketaping/Padang-Sumatra Island"
45.197202,0.816212,"Périgueux-Bassillac Airport","958 meter radius level 2 NFZ around Périgueux/Bassillac"
46.588119,0.308944,"Poitiers-Biard Airport","1301 meter radius level 2 NFZ around Poitiers/Biard"
-0.150477,109.404429,"Supadio Airport","1232 meter radius level 2 NFZ around Pontianak-Borneo Island"
-0.709064,8.754786,"Port Gentil Airport","2154 meter radius level 2 NFZ around Port Gentil"
0.845797,100.370421,"Pasir Pangaraan Airport","873 meter radius level 2 NFZ around Pasir Pengarayan-Sumatra Island"
43.38116,-0.418854,"Pau Pyrénées Airport","1433 meter radius level 2 NFZ around Pau/Pyrénées (Uzein)"
0.505784,-76.500767,"Tres De Mayo Airport","974 meter radius level 2 NFZ around Puerto Asís"
-0.555,30.6,"Mbarara Airport","878 meter radius level 2 NFZ around Mbarara"
0.022368,18.289962,"Mbandaka Airport","1361 meter radius level 2 NFZ around Mbandaka"
43.911852,-0.506556,"Munduku Airport","1827 meter radius level 2 NFZ around Munduku"
-0.94555,-80.678043,"Eloy Alfaro International Airport","1659 meter radius level 2 NFZ around Manta"
-0.888387,-52.599642,"Monte Dourado Airport","2335 meter radius level 2 NFZ around Almeirim"
52.361939,0.486646,"RAF Mildenhall Airport","1809 meter radius level 2 NFZ around Mildenhall"
37.774722,-0.812222,"San Javier Airport","1414 meter radius level 2 NFZ around Los Alcázares"
-0.021523,15.575766,"Makoua Airport","926 meter radius level 2 NFZ around Makoua"
0.581137,12.892683,"Makokou Airport","759 meter radius level 2 NFZ around Makokou"
-0.892141,134.048786,"Rendani Airport","1150 meter radius level 2 NFZ around Manokwari-Papua Island"
35.208036,0.147264,"Ghriss Airport","1153 meter radius level 2 NFZ around Ghriss"
0.778509,11.552974,"Mitzic Airport","821 meter radius level 2 NFZ around Mitzic"
33.528416,-0.24075,"Mecheria Airport","2386 meter radius level 2 NFZ around Mecheria"
0.533753,37.532912,"Samburu South Airport","601 meter radius level 2 NFZ around Samburu South"
-0.124491,-78.355779,"Nuevo Aeropuerto Internacional Mariscal Sucre Airport","3166 meter radius level 2 NFZ around Quito"
60.746917,-0.852789,"Unst Airport","431 meter radius level 2 NFZ around Shetland Islands"
0.981359,-76.604455,"Villagarzon Airport","840 meter radius level 2 NFZ around Villagarzon"
39.491086,-0.48318,"Valencia Airport","2138 meter radius level 2 NFZ around Valencia"
35.542262,-0.532076,"Tafaraoui Airport","1662 meter radius level 2 NFZ around Tafraoui"
11.802172,-0.371452,"Tenkodogo Airport","754 meter radius level 2 NFZ around Tenkodogo"
9.556552,-0.861556,"Tamale Airport","1712 meter radius level 2 NFZ around Tamale"
14.783333,0.083333,"Tambao Airport","116 meter radius level 2 NFZ around Tambao"
0.377778,6.711858,"São Tomé International Airport","1255 meter radius level 2 NFZ around São Tomé"
29.236944,0.275556,"Timimoun Airport","1684 meter radius level 2 NFZ around Timimoun"
0.925554,104.534515,"Kijang Airport","613 meter radius level 2 NFZ around Tanjung Pinang-Bintan Island"
-0.122182,-76.338612,"Tarapoa Airport","998 meter radius level 2 NFZ around Tarapoa"
0.745766,-75.233591,"Tres Esquinas Air Base Airport","1236 meter radius level 2 NFZ around Tres Esquinas"
0.681802,34.167692,"Tororo Airport","728 meter radius level 2 NFZ around Tororo"
-0.092739,117.439397,"Tanjung Santan Airport","876 meter radius level 2 NFZ around Santan-Borneo Island"
0.809989,-77.707723,"Teniente Coronel Luis a Mantilla Airport","1294 meter radius level 2 NFZ around Tulcán"
47.433016,0.724937,"Tours-Val-de-Loire Airport","1315 meter radius level 2 NFZ around Tours/Val de Loire (Loire Valley)"
48.446318,0.108193,"Alençon Valframbert Airport","565 meter radius level 2 NFZ around Evreux"
49.102474,0.565673,"Bernay – St Martin Airport","659 meter radius level 2 NFZ around Creil"
46.782809,0.550911,"Châtellerault Airport","433 meter radius level 2 NFZ around Biarritz"
14.433333,-0.233333,"Gorom-Gorom Airport","141 meter radius level 2 NFZ around Gorom-Gorom"
44.984178,-0.137213,"Libourne-Artigues-de-Lussac Airport","583 meter radius level 2 NFZ around Libourne/Artigues-de-Lussac"
47.256495,-0.11464,"Saumur-Saint-Florent Airport","845 meter radius level 2 NFZ around Saumur/Saint-Florent"
43.214644,0.077373,"Tarbes Laloubère Airport","462 meter radius level 2 NFZ around Rochefort"
60.376648,-0.927356,"Whalsay Airport","277 meter radius level 2 NFZ around Whalsay"
53.16567,-0.521588,"RAF Waddington Airport","1486 meter radius level 2 NFZ around Waddington"
51.973598,0.507328,"Wethersfield Airport","1601 meter radius level 2 NFZ around Wethersfield"
-0.910184,-89.617445,"San Cristóbal Airport","978 meter radius level 2 NFZ around Puerto Baquerizo Moreno"
51.570588,0.69377,"Southend Airport","1050 meter radius level 2 NFZ around Southend"
-0.696867,-48.519573,"Soure Airport","797 meter radius level 2 NFZ around Soure"
-0.92325,131.122631,"Bandara Ayawasi Airport","580 meter radius level 2 NFZ around Sorong-Papua Island"
0.063967,111.47354,"Sintang(Susilo) Airport","687 meter radius level 2 NFZ around Sintang-Borneo Island"
53.306725,-0.551132,"RAF Scampton Airport","1464 meter radius level 2 NFZ around Scampton"
-0.484531,117.157111,"Bandar Udara Temindung Airport","568 meter radius level 2 NFZ around Samarinda"
51.886017,0.238866,"London Stansted Airport","2353 meter radius level 2 NFZ around London"
0.050851,-51.0709,"Macapa International Airport","1239 meter radius level 2 NFZ around Macapá"
51.553154,-0.420417,"RAF Northolt Airport","1383 meter radius level 2 NFZ around Ruislip"
52.072064,-0.618212,"Cranfield Airport","1033 meter radius level 2 NFZ around Cranfield"
52.126945,0.957778,"Wattisham Airfield","1249 meter radius level 2 NFZ around "
53.094231,-0.166597,"RAF Coningsby","1488 meter radius level 2 NFZ around Raf Coningsby"
52.735369,-0.650445,"RAF Cottesmore","1540 meter radius level 2 NFZ around Cottesmore"
52.613158,-0.477092,"Royal Air Force Wittering","2061 meter radius level 2 NFZ around Peterborough"
53.02855,-0.491746,"RAF Cranwell","1122 meter radius level 2 NFZ around Cranwell"
-0.373332,117.253711,"New Samarinda International Airport","888 meter radius level 2 NFZ around "
43.684004,0.600339,"Aérodrome d'Auch - Lamothe","1174 meter radius level 2 NFZ around Auch"
-0.874899,100.352492,"Minangkabau International Airport","1246 meter radius level 2 NFZ around "
64.77669,-141.150396,"Eagle Airport","743 meter radius level 2 NFZ around Eagle, AK"
9.319419,166.847497,"Elenak Airport","491 meter radius level 2 NFZ around Mejato Island"
17.612954,44.418934,"Nejran Airport","1885 meter radius level 2 NFZ around "
42.055407,-104.928714,"Phifer Field Airport","972 meter radius level 2 NFZ around Wheatland"
40.726869,-99.007654,"Kearney Regional Airport","1555 meter radius level 2 NFZ around Kearney"
43.356942,-1.791677,"Donostia-Hondarribia aireportua","933 meter radius level 2 NFZ around Hondarribia"
47.398611,-120.206667,"Pangborn Memorial Airport","1121 meter radius level 2 NFZ around Wenatchee"
44.867734,-91.481503,"Chippewa Valley Regional Airport","1542 meter radius level 2 NFZ around Eau Claire"
42.76058,10.240048,"Marina Di Campo Airport","703 meter radius level 2 NFZ around Marina  Di Campo"
13.151657,30.231586,"El Obeid Airport","2198 meter radius level 2 NFZ around Al-Ubayyid"
33.722095,1.092162,"El Bayadh Airport","1864 meter radius level 2 NFZ around El Bayadh"
55.525882,8.554449,"Esbjerg Airport","1506 meter radius level 2 NFZ around Esbjerg"
36.245252,43.953785,"Erbil International Airport","3134 meter radius level 2 NFZ around Arbil"
42.363845,-71.009048,"Boston Logan International Airport","1942 meter radius level 2 NFZ around Boston"
42.435971,-93.868374,"Webster City Municipal Airport","762 meter radius level 2 NFZ around Webster City"
45.540547,4.295138,"Saint-Étienne-Bouthéon Airport","1271 meter radius level 2 NFZ around Saint-Étienne/Bouthéon"
44.312163,-83.422329,"Iosco County Airport","1002 meter radius level 2 NFZ around East Tawas, MI"
36.259145,-76.172715,"Elizabeth City Regional & Coast Guard Air Station Airport","1294 meter radius level 2 NFZ around Elizabeth City"
-36.163758,144.76174,"Echuca Airport","1064 meter radius level 2 NFZ around Echuca"
35.158318,33.501034,"Ercan International Airport","1786 meter radius level 2 NFZ around Nicosia"
30.361821,-85.796841,"Northwest Florida Beaches International Airport","2652 meter radius level 2 NFZ around Panama City Beach"
43.88513,-104.315188,"Mondell Airport","1077 meter radius level 2 NFZ around Newcastle"
40.372663,-3.78368,"Aeropuerto de Madrid - Cuatro Vientos","986 meter radius level 2 NFZ around Madrid"
36.028819,-76.563601,"Northeastern Regional Airport","1406 meter radius level 2 NFZ around Edenton"
55.94675,-3.361281,"Edinburgh Airport","2309 meter radius level 2 NFZ around Edinburgh"
46.701609,-1.379661,"La Roche-sur-Yon Airport","866 meter radius level 2 NFZ around La Roche-sur-Yon/Les Ajoncs"
39.553064,27.008999,"Balıkesir Körfez Airport","1787 meter radius level 2 NFZ around Edremit"
-14.89635,141.610054,"Pormpuraaw Airport","815 meter radius level 2 NFZ around Pormpuraaw"
31.805566,-106.37747,"EI Paso International Airport","3055 meter radius level 2 NFZ around Edwards AFB"
34.767293,-114.622612,"Needles Airport","1057 meter radius level 2 NFZ around Needles"
60.213551,-162.043832,"Eek Airport","622 meter radius level 2 NFZ around Eek"
42.897958,-72.269003,"Dillant Hopkins Airport","1416 meter radius level 2 NFZ around Keene"
29.607302,-95.156644,"Ellington Field Airport","2135 meter radius level 2 NFZ around Houston"
-9.154241,147.659755,"Efogi Airport","298 meter radius level 2 NFZ around Efogi"
38.119638,20.502263,"Kefallinia Airport","1460 meter radius level 2 NFZ around Kefallinia Island"
36.504722,-101.812222,"Municipal Airport","633 meter radius level 2 NFZ around Statesville"
39.64296,-106.915377,"Eagle County Regional Airport","1645 meter radius level 2 NFZ around Eagle"
31.081678,34.140466,"El Gora Airport","2407 meter radius level 2 NFZ around "
30.649906,-86.520932,"Duke Field Airport","1826 meter radius level 2 NFZ around Crestview, FL"
-8.578587,157.875235,"Sege Airport","577 meter radius level 2 NFZ around Sege"
13.481987,22.466379,"Geneina Airport","1098 meter radius level 2 NFZ around Geneina"
50.645714,36.590118,"Belgorod International Airport","1815 meter radius level 2 NFZ around Belgorod"
28.857093,-100.513468,"Maverick Co Airport","1556 meter radius level 2 NFZ around Eagle Pass"
65.283078,-14.402862,"Egilsstaðir Airport","1119 meter radius level 2 NFZ around Egilsstaðir"
45.930935,-89.26973,"Eagle River Union Airport","1395 meter radius level 2 NFZ around Eagle River, Wi"
58.185787,-157.375732,"Egegik Airport","986 meter radius level 2 NFZ around Egegik"
-41.943454,-71.532612,"El Bolson Airport","1443 meter radius level 2 NFZ around El Bolson"
58.648392,-162.063547,"Cape Newenham LRRS Airport","761 meter radius level 2 NFZ around Cape Newenham"
50.99139,10.479722,"Eisenach-Kindel Airport","1116 meter radius level 2 NFZ around Eisenach"
58.47634,92.112644,"Yeniseysk Airport","1544 meter radius level 2 NFZ around Yeniseysk"
-18.503618,144.093514,"Einasleigh Airport","720 meter radius level 2 NFZ around Einasleigh"
51.451671,5.380857,"Eindhoven Airport","2035 meter radius level 2 NFZ around Eindhoven"
18.445285,-64.541016,"Terrance B. Lettsome International Airport","850 meter radius level 2 NFZ around Road Town"
30.62144,35.202893,"Ein Yahav Airfield Airport","692 meter radius level 2 NFZ around Sapir"
7.024705,-73.80707,"Yariguíes Airport","934 meter radius level 2 NFZ around Barrancabermeja"
26.197409,36.477786,"Al Wajh Domestic Airport","2672 meter radius level 2 NFZ around Al Wajh"
40.803826,-124.114138,"Murray Field Airport","682 meter radius level 2 NFZ around Eureka, CA"
51.591552,75.218869,"Ekibastuz Airport","1619 meter radius level 2 NFZ around Ekibastuz"
-21.1719,135.443627,"Elkedra Airport","639 meter radius level 2 NFZ around Elkedra"
41.71873,-86.004391,"Elkhart Municipal Airport","1444 meter radius level 2 NFZ around Elkhart, IN"
38.889889,-79.856983,"Elkins Airport","903 meter radius level 2 NFZ around Elkins"
40.823923,-115.792399,"Elko Regional Airport","1387 meter radius level 2 NFZ around Elko"
37.686943,-85.923889,"Elizabethtown Airport","1196 meter radius level 2 NFZ around Elizabethtown"
29.600579,-96.322275,"Eagle Lake Airport","772 meter radius level 2 NFZ around Eagle Lake"
9.045366,-73.975277,"Las Flores Airport","854 meter radius level 2 NFZ around El Banco"
-12.019499,135.574486,"Elcho Island Airport","772 meter radius level 2 NFZ around Elcho Island"
33.222767,-92.811124,"South Arkansas Regional At Goodwin Field Airport","1446 meter radius level 2 NFZ around El Dorado"
13.614722,25.324444,"El Fasher Airport","1725 meter radius level 2 NFZ around El Fasher"
30.583745,2.865029,"El Golea Airport","2510 meter radius level 2 NFZ around El Menia"
25.475462,-76.68198,"North Eleuthera Airport","1148 meter radius level 2 NFZ around North Eleuthera"
64.615299,-162.268973,"Elim Airport","821 meter radius level 2 NFZ around Elim"
42.162801,-76.895717,"Elmira Corning Regional Airport","1360 meter radius level 2 NFZ around Elmira/Corning"
47.034286,-120.531637,"Bowers Field Airport","1168 meter radius level 2 NFZ around Ellensburg"
26.304163,43.772683,"Gassim Airport","2995 meter radius level 2 NFZ around "
-33.035977,27.822195,"Ben Schoeman Airport","989 meter radius level 2 NFZ around East London"
28.20952,33.64416,"Port lotniczy At-Tur","1674 meter radius level 2 NFZ around "
33.513293,6.773727,"Guemar Airport","2219 meter radius level 2 NFZ around Guemar"
42.109571,-77.988767,"Wellsville Municipal Airport","1092 meter radius level 2 NFZ around Wellsville, NY"
52.829372,-1.332134,"East Midlands Airport","2050 meter radius level 2 NFZ around Nottingham"
-23.569515,148.179636,"Emerald Airport","1098 meter radius level 2 NFZ around Emerald"
53.391022,7.227915,"Emden Airport","712 meter radius level 2 NFZ around Emden"
-1.652832,149.967148,"Emirau Airport","1355 meter radius level 2 NFZ around Emirau Island"
62.777875,-164.494054,"Emmonak Airport","983 meter radius level 2 NFZ around Emmonak"
47.093613,8.30449,"Emmen Airport","1238 meter radius level 2 NFZ around Luzern"
16.621862,-7.318621,"Néma Airport","1331 meter radius level 2 NFZ around Néma"
-9.12307,148.041802,"Emo River Airstrip Airport","359 meter radius level 2 NFZ around Emo Mission"
38.332035,-96.188518,"Emporia Airport","961 meter radius level 2 NFZ around Emporia"
34.086113,-118.034721,"El Monte Airport","835 meter radius level 2 NFZ around El Monte"
28.101389,30.72966,"El Minya","1718 meter radius level 2 NFZ around Minya"
60.572592,-151.245944,"Kenai Municipal Airport","1569 meter radius level 2 NFZ around Kenai"
-29.832817,115.246324,"Eneabba Airport","729 meter radius level 2 NFZ around Eneabba"
48.692771,6.229761,"Nancy-Essey Airport","837 meter radius level 2 NFZ around Nancy/Essey"
-8.849012,121.661435,"Ende (H Hasan Aroeboesman) Airport","935 meter radius level 2 NFZ around Ende-Flores Island"
68.360579,23.420517,"Enontekio Airport","1368 meter radius level 2 NFZ around Enontekio"
30.322501,109.485498,"Enshi Airport","6000 meter radius level 2 NFZ around Enshi"
11.202154,119.416457,"El Nido Airport","568 meter radius level 2 NFZ around El Nido"
54.398705,-7.645786,"St Angelo Airport","923 meter radius level 2 NFZ around Enniskillen"
64.549164,-149.073608,"Nenana Municipal Airport","1028 meter radius level 2 NFZ around Nenana"
-27.227316,-55.837071,"Encarnación Airport","1246 meter radius level 2 NFZ around Encarnación"
52.274351,6.887198,"Twenthe Airport","1737 meter radius level 2 NFZ around Enschede"
11.341408,162.328159,"Eniwetok Airport","1308 meter radius level 2 NFZ around Eniwetok Atoll"
6.47354,7.558796,"Akanu Ibiam International Airport","1685 meter radius level 2 NFZ around Enegu"
40.71879,-114.029657,"Wendover Airport","1932 meter radius level 2 NFZ around Wendover, UT"
42.594819,-87.927797,"Kenosha Regional Airport","1225 meter radius level 2 NFZ around Kenosha, WI"
36.637356,109.554365,"Yan'an Airport","6000 meter radius level 2 NFZ around Yan'an"
6.219846,-75.590399,"Enrique Olaya Herrera Airport","1287 meter radius level 2 NFZ around Medellín"
59.191717,-2.772756,"Eday Airport","359 meter radius level 2 NFZ around Eday"
40.460195,-91.426981,"Keokuk Airport","1001 meter radius level 2 NFZ around Keokuk"
36.812057,-94.391128,"Neosho Airport","995 meter radius level 2 NFZ around Neosho"
-34.608906,-58.60936,"El Palomar Airport","1098 meter radius level 2 NFZ around El Palomar"
47.306829,-119.512152,"Ephrata Airport","1784 meter radius level 2 NFZ around Ephrata"
48.325117,6.06819,"Épinal-Mirecourt Airport","1491 meter radius level 2 NFZ around Épinal/Mirecourt"
-33.682337,121.822579,"Esperance Airport","1109 meter radius level 2 NFZ around Gibson"
58.416931,24.472936,"Pärnu Airport","1458 meter radius level 2 NFZ around Pärnu"
-42.904484,-71.136007,"Brigadier Antonio Parodi Airport","1989 meter radius level 2 NFZ around Esquel"
-26.264507,132.176524,"Ernabella Airport","965 meter radius level 2 NFZ around Pukatja Homeland"
39.70963,39.526891,"Erzincan Airport","1908 meter radius level 2 NFZ around Erzincan"
50.979081,10.957978,"Erfurt Airport","1610 meter radius level 2 NFZ around Erfurt"
31.946906,-4.399463,"Errachidia Moulay Ali Cherif Airport","1773 meter radius level 2 NFZ around Errachidia"
42.084601,-80.171601,"Erie International Tom Ridge Field Airport","1504 meter radius level 2 NFZ around Erie"
-27.663009,-52.271208,"Erechim Airport","721 meter radius level 2 NFZ around Erechim"
-6.639802,-69.880224,"Eirunepé Airport","1485 meter radius level 2 NFZ around Eirunepé"
65.257674,-166.856166,"Coast Guard Airport","1208 meter radius level 2 NFZ around Lincoln Rock, AK"
44.792549,-71.163817,"Errol Airport","710 meter radius level 2 NFZ around Errol"
-22.60536,17.079106,"Eros Airport","1162 meter radius level 2 NFZ around Windhoek"
41.799215,12.594739,"Ciampino Airport","1282 meter radius level 2 NFZ around Roma"
29.975219,-99.08238,"Kerrville Airport","1507 meter radius level 2 NFZ around Kerrville, TX"
40.127983,32.996308,"Esenboğa International Airport","2536 meter radius level 2 NFZ around Ankara"
45.724221,-87.097764,"Delta County Airport","1394 meter radius level 2 NFZ around Escanaba"
48.706868,-122.91015,"Orcas Island Airport","837 meter radius level 2 NFZ around Eastsound"
31.793139,-116.600754,"Ensenada Airport","964 meter radius level 2 NFZ around "
31.394899,-92.295769,"Esler Field Airport","1511 meter radius level 2 NFZ around Alexandria"
-22.04715,-60.621566,"Dr. Luis Maria Argaña International Airport","2322 meter radius level 2 NFZ around Mariscal Estigarribia"
-14.9336,-42.810299,"Espinosa Airport","593 meter radius level 2 NFZ around Espinosa"
39.78389,30.581944,"Eskişehir Air Base Airport","1730 meter radius level 2 NFZ around "
46.374845,44.32552,"Elista Airport","2699 meter radius level 2 NFZ around Elista"
38.804165,-76.068886,"Easton/Newnam Field Airport","1075 meter radius level 2 NFZ around Easton, MD"
36.02701,-106.045091,"Espanola Airport","888 meter radius level 2 NFZ around Espanola"
41.064546,-75.252215,"Birchwood-Pocono Airport","553 meter radius level 2 NFZ around East Stroudsburg"
-26.311326,-69.764888,"Ricardo García Posada Airport","1444 meter radius level 2 NFZ around El Salvador"
51.403582,6.938976,"Essen Mulheim Airport","874 meter radius level 2 NFZ around "
31.400089,-9.683758,"Mogador Airport","1584 meter radius level 2 NFZ around Essaouira"
45.247223,-122.769997,"State Airport","1062 meter radius level 2 NFZ around Scribner"
27.218998,56.376241,"Bandar Abbas International Airport","2581 meter radius level 2 NFZ around Bandar Abbas"
-28.741951,138.589384,"Etadunna Airport","694 meter radius level 2 NFZ around Etadunna"
29.560502,34.960054,"Eilat Airport","1138 meter radius level 2 NFZ around Eilat"
